Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Policy Type,Sales Channel,Total Claim Amount,Vehicle Class
ZL18631,AR,2539.990699,No,Basic,College,02-May-11,Employed,F,54889,Suburban,Married,63,Personal Auto,Call Center,302.4,Four-Door Car
BZ71120,Oregon,8456.455313,No,Basic,College,1/17/11,Employed,F,89918,Urban,Married,105,Personal Auto,Branch,367.230882,SUV
UP60200,California,26576.31541,No,Premium,Bachelor,02-Feb-11,Employed,M,87002,Rural,Married,110,Personal Auto,Call Center,199.851173,Two-Door Car
XZ64172,Oregon,10963.95723,Yes,Premium,High School or Below,02-Aug-11,Employed,M,55687,Suburban,Divorced,276,Corporate Auto,Agent,1324.8,Luxury SUV
CA47176,Oregon,9671.98323,No,Extended,Bachelor,2/17/11,Disabled,M,17103,Suburban,Married,87,Personal Auto,Branch,417.6,Two-Door Car
CI68869,AR,1898.683686,No,Basic,College,01-Aug-11,Unemployed,F,0,Suburban,Single,70,Personal Auto,Agent,702.020904,Two-Door Car
XT10744,AR,8595.146838,No,Basic,College,2/21/11,Employed,M,28441,Suburban,Married,73,Special Auto,Call Center,686.020135,Two-Door Car
HT48275,Oregon,5532.753182,No,Basic,Bachelor,1/19/11,Employed,M,91212,Urban,Married,69,Personal Auto,Call Center,270.311239,Two-Door Car
HB48073,AR,9371.773682,No,Basic,Bachelor,02-Jan-11,Employed,F,66325,Urban,Married,117,Corporate Auto,Agent,497.719213,SUV
MD43085,Oregon,3975.321516,No,Premium,Doctor,02-Aug-11,Employed,F,67895,Urban,Married,101,Personal Auto,Call Center,403.937672,Four-Door Car
NJ11986,AR,4456.016549,No,Premium,Master,1/18/11,Employed,F,29550,Rural,Single,114,Corporate Auto,Web,118.750512,Two-Door Car
HH55884,AR,3495.891476,No,Extended,College,01-Feb-11,Disabled,M,10275,Suburban,Single,97,Personal Auto,Agent,465.6,Four-Door Car
JP69867,Nevada,8512.13221,No,Premium,College,2/19/11,Employed,M,61725,Suburban,,106,Personal Auto,Call Center,508.8,Four-Door Car
FT86104,California,4650.063763,Yes,Basic,College,01-Oct-11,Retired,M,28215,Suburban,Single,65,Corporate Auto,Agent,468,Two-Door Car
GV39658,AR,13523.12989,No,Extended,College,1/19/11,Medical Leave,F,10563,Rural,Divorced,121,Corporate Auto,Branch,109.814874,SUV
GB66110,California,4422.409799,No,Basic,Bachelor,2/13/11,Unemployed,M,0,Suburban,Single,62,Personal Auto,Branch,722.432062,Two-Door Car
VD51297,California,7320.98824,No,Basic,College,01-Sep-11,Employed,M,99722,Suburban,Single,61,Personal Auto,Call Center,292.8,Four-Door Car
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DQ50538,Nevada,9050.756606,No,Basic,Bachelor,02-Nov-11,Employed,M,63800,Suburban,,113,Personal Auto,Branch,542.4,SUV
WP58340,AR,10963.95723,Yes,Premium,High School or Below,02-Aug-11,Employed,M,55687,Suburban,Divorced,276,Personal Auto,Agent,1324.8,Luxury SUV
TM23788,California,6039.020697,No,Extended,High School or Below,02-Sep-11,Unemployed,M,0,Suburban,Divorced,89,Personal Auto,Agent,640.8,Four-Door Car
UF44021,California,2108.493744,No,Basic,Bachelor,01-Feb-11,Unemployed,M,0,Suburban,Single,61,Personal Auto,Agent,351.85681,Two-Door Car
WB96917,California,9875.092794,No,Extended,College,01-Mar-11,Employed,M,29598,Rural,Single,87,Personal Auto,Call Center,150.926696,Two-Door Car
MN95006,California,6928.601611,No,Basic,Bachelor,01-Oct-11,Employed,M,22907,Rural,Married,180,Personal Auto,Call Center,49.18776,Luxury SUV
NP60037,Oregon,14318.44839,No,Basic,Bachelor,2/23/11,Employed,M,22697,Suburban,Divorced,186,Corporate Auto,Web,892.8,Luxury SUV
NQ71171,California,5107.071054,No,Basic,Bachelor,02-Feb-11,Employed,M,70174,Rural,Married,64,Personal Auto,Agent,128.90032,Four-Door Car
SM58898,California,17223.89108,No,Basic,High School or Below,2/18/11,Employed,F,85378,Suburban,Married,107,Corporate Auto,Call Center,513.6,SUV
FN98595,Nevada,7516.831717,No,Extended,High School or Below,2/20/11,Employed,F,31477,Rural,,94,Special Auto,Branch,146.950756,Four-Door Car
TW94555,Nevada,5389.499465,Yes,Extended,College,01-Jul-11,Employed,M,66429,Rural,,136,Personal Auto,Agent,57.712985,Sports Car
XW60886,California,6275.155361,No,Extended,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,90,Personal Auto,Branch,900.242038,Four-Door Car
IE84844,Nevada,4722.237214,No,Basic,High School or Below,02-Jun-11,Unemployed,F,0,Suburban,,65,Personal Auto,Agent,655.489027,Four-Door Car
HY76810,Oregon,6282.317743,No,Premium,Bachelor,1/30/11,Unemployed,F,0,Rural,Married,172,Corporate Auto,Branch,141.460349,SUV
JL41129,California,7986.191274,No,Basic,Bachelor,1/19/11,Employed,M,74217,Urban,Married,100,Personal Auto,Branch,418.005524,SUV
OQ41280,Nevada,6503.219978,No,Extended,High School or Below,02-Jan-11,Employed,M,46298,Rural,,88,Corporate Auto,Agent,128.292466,Four-Door Car
AP65984,Oregon,4881.753428,No,Extended,College,2/26/11,Unemployed,F,0,Suburban,Single,135,Personal Auto,Agent,648,SUV
,,,,,,,,,,,,,,,,
XM39121,AR,7955.442668,No,Basic,College,2/23/11,Unemployed,F,0,Suburban,Married,69,Personal Auto,Web,331.2,Four-Door Car
DK49336,AR,4809.21696,No,Basic,College,2/18/11,Employed,M,48029,Suburban,Married,61,Corporate Auto,Agent,292.8,Four-Door Car
,,,,,,,,,,,,,,,,
KB15252,AR,8709.321889,No,Extended,College,01-Jun-11,Unemployed,F,0,Suburban,Married,77,Personal Auto,Agent,509.100577,Two-Door Car
BN83547,Nevada,2858.452328,No,Basic,High School or Below,2/21/11,Employed,F,40706,Rural,,71,Personal Auto,Agent,166.123172,Four-Door Car
MC55901,California,5233.949019,No,Basic,High School or Below,1/30/11,Employed,F,69231,Urban,Married,65,Personal Auto,Agent,193.243084,Four-Door Car
PZ98142,AR,13494.76017,No,Extended,College,1/26/11,Unemployed,F,0,Suburban,Single,132,Personal Auto,Branch,950.4,SUV
GB43363,Oregon,6870.607058,No,Premium,College,1/24/11,Unemployed,M,0,Suburban,Single,105,Personal Auto,Branch,756,Four-Door Car
TH67541,AR,5652.72374,No,Basic,High School or Below,01-Jul-11,Medical Leave,F,16171,Urban,Married,74,Corporate Auto,Agent,311.004168,Four-Door Car
WC21901,AR,2345.262087,No,Basic,College,02-Mar-11,Employed,M,51397,Suburban,Single,61,Personal Auto,Branch,292.8,Four-Door Car
CL38124,Oregon,19688.31898,No,Basic,Bachelor,01-Oct-11,Employed,F,83879,Urban,Married,69,Personal Auto,Agent,212.148485,Four-Door Car
XH89851,California,7247.206475,No,Extended,College,02-Mar-11,Employed,F,63267,Suburban,Single,92,Personal Auto,Agent,530.340202,Four-Door Car
KA58700,Nevada,6085.304178,No,Extended,College,01-Mar-11,Employed,M,44712,Suburban,,82,Corporate Auto,Agent,537.78416,Four-Door Car
ZB40259,California,5480.070226,No,Basic,Doctor,1/19/11,Employed,M,59311,Rural,Divorced,69,Corporate Auto,Web,14.812808,Four-Door Car
JV63229,AR,6876.309925,No,Extended,Bachelor,02-Jul-11,Employed,M,81957,Suburban,Divorced,86,Personal Auto,Branch,433.426544,Four-Door Car
SI31035,AR,5368.887709,No,Basic,Doctor,01-Mar-11,Employed,M,59601,Suburban,Married,67,Personal Auto,Branch,321.6,Four-Door Car
JW30054,Oregon,8283.066678,No,Premium,High School or Below,2/22/11,Employed,M,71034,Suburban,Married,103,Corporate Auto,Branch,494.4,Four-Door Car
,,,,,,,,,,,,,,,,
FN44127,Oregon,3508.569533,Yes,Extended,College,01-May-11,Medical Leave,M,20978,Suburban,Married,98,Personal Auto,Branch,1176.2788,Four-Door Car
QE79527,California,8427.172486,Yes,Extended,Bachelor,02-Oct-11,Employed,F,46503,Suburban,Divorced,215,Personal Auto,Agent,1032,Luxury SUV
UP36767,California,4553.809528,No,Basic,College,2/13/11,Employed,M,61064,Urban,Married,113,Personal Auto,Branch,539.774172,SUV
PG43749,Oregon,4318.433036,No,Premium,College,02-Aug-11,Disabled,F,17572,Suburban,Married,110,Personal Auto,Call Center,639.769748,Two-Door Car
LL96228,Oregon,14091.19449,No,Basic,Master,2/25/11,Employed,M,99823,Rural,Married,116,Corporate Auto,Branch,250.183388,SUV
OV40993,Nevada,8693.631249,No,Basic,College,2/27/11,Disabled,F,17453,Suburban,,118,Personal Auto,Branch,566.4,SUV
MA80983,Oregon,6661.181553,No,Premium,College,1/31/11,Employed,M,55663,Rural,Married,166,Personal Auto,Branch,194.739777,SUV
,,,,,,,,,,,,,,,,
TW12556,Oregon,4428.031583,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,Personal Auto,Agent,303.872752,SUV
TC88451,Nevada,5738.277584,No,Basic,High School or Below,1/15/11,Employed,F,88055,Urban,,71,Personal Auto,Call Center,337.727542,Four-Door Car
BL93659,California,5815.049178,No,Extended,Bachelor,2/14/11,Unemployed,M,0,Suburban,Married,80,Personal Auto,Call Center,384,Four-Door Car
SI20178,California,4425.905071,No,Basic,High School or Below,2/21/11,Employed,M,80892,Suburban,Married,110,Personal Auto,Branch,528,SUV
KC50464,AR,2574.020376,Yes,Basic,Master,1/14/11,Employed,F,34990,Rural,Single,65,Corporate Auto,Web,42.689135,Four-Door Car
HG64216,California,2832.513487,No,Basic,College,1/29/11,Employed,M,37124,Suburban,Married,72,Personal Auto,Branch,430.518791,Two-Door Car
XM91056,California,4876.315707,No,Basic,High School or Below,1/19/11,Employed,F,22236,Suburban,Single,62,Personal Auto,Agent,409.425049,Two-Door Car
,,,,,,,,,,,,,,,,
OC47565,Oregon,5947.215835,No,Basic,College,01-Sep-11,Employed,F,67760,Suburban,Married,74,Special Auto,Branch,465.278453,Four-Door Car
HH14259,AR,2563.863345,No,Basic,Bachelor,01-Sep-11,Unemployed,F,0,Rural,Married,69,Personal Auto,Web,97.691104,Four-Door Car
QF66741,Nevada,15144.40954,No,Basic,College,2/25/11,Unemployed,M,0,Suburban,,62,Personal Auto,Branch,307.649586,Two-Door Car
LY46898,California,5558.304507,No,Basic,High School or Below,02-Apr-11,Employed,M,37473,Suburban,Married,70,Corporate Auto,Branch,336,Four-Door Car
,,,,,,,,,,,,,,,,
HU82227,AR,15638.57599,No,Premium,College,2/23/11,Employed,M,49214,Urban,Married,102,Corporate Auto,Agent,371.322406,Four-Door Car
FF75737,Oregon,8334.317162,No,Basic,High School or Below,2/24/11,Employed,F,49851,Suburban,Divorced,69,Personal Auto,Branch,331.2,Four-Door Car
,,,,,,,,,,,,,,,,
OQ82364,Nevada,6846.150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,,95,Corporate Auto,Call Center,456,Two-Door Car
SO47345,AR,9403.875138,No,Basic,Master,1/26/11,Employed,F,56410,Urban,Married,117,Personal Auto,Agent,523.99823,SUV
JN51592,AR,16985.49688,No,Extended,Bachelor,2/19/11,Employed,F,22497,Suburban,Married,212,Special Auto,Branch,1017.6,Luxury Car
FH36069,AR,21101.21422,No,Basic,College,2/13/11,Employed,F,61347,Suburban,Married,106,Personal Auto,Branch,604.237801,SUV
ZW32080,Nevada,2914.955295,No,Basic,Bachelor,02-Apr-11,Employed,F,37803,Suburban,,74,Personal Auto,Agent,355.2,Four-Door Car
ZH98656,Nevada,8593.866533,No,Basic,Master,2/28/11,Employed,F,91276,Suburban,,105,Personal Auto,Call Center,504,SUV
GZ31904,Oregon,6861.745956,No,Extended,College,2/22/11,Employed,M,30816,Urban,Married,87,Personal Auto,Call Center,237.57033,Two-Door Car
PN47493,Oregon,2680.900678,No,Basic,College,02-Nov-11,Employed,F,41968,Urban,Married,67,Corporate Auto,Agent,183.207703,Four-Door Car
CX18273,AR,15797.98978,No,Basic,Master,2/25/11,Employed,M,35754,Urban,Married,199,Personal Auto,Agent,612.973779,Luxury Car
IG80173,California,2863.312165,No,Basic,Master,2/20/11,Employed,F,36706,Suburban,Married,71,Personal Auto,Agent,435.606086,Four-Door Car
,,,,,,,,,,,,,,,,
JR82641,AR,10682.7619,No,Extended,Master,01-Oct-11,Employed,M,52965,Rural,Married,134,Personal Auto,Agent,83.815183,SUV
NW41789,Oregon,2746.90319,No,Extended,Bachelor,1/24/11,Unemployed,M,0,Suburban,Single,84,Personal Auto,Call Center,604.8,Four-Door Car
VG74039,Oregon,2388.949198,No,Basic,Bachelor,02-Feb-11,Unemployed,F,0,Suburban,Married,65,Personal Auto,Agent,455.644704,Four-Door Car
DV27428,Oregon,13776.74135,No,Basic,High School or Below,01-Sep-11,Employed,M,62634,Rural,Single,116,Personal Auto,Call Center,122.017931,SUV
AN57220,Oregon,17263.64048,No,Basic,Bachelor,2/28/11,Employed,F,96917,Rural,Married,61,Special Auto,Web,71.942176,Four-Door Car
VD62056,AR,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,Personal Auto,Call Center,556.8,Two-Door Car
AH92481,California,4673.196379,No,Basic,College,01-May-11,Employed,F,53219,Suburban,Married,117,Corporate Auto,Call Center,561.6,SUV
LX97765,AR,4347.591949,No,Premium,College,1/29/11,Employed,F,81412,Urban,Divorced,109,Personal Auto,Branch,344.294164,Two-Door Car
JP82211,California,33873.18123,No,Basic,College,2/18/11,Employed,F,59744,Urban,Married,105,Personal Auto,Agent,476.486416,SUV
SI88726,California,9100.787395,No,Basic,College,1/19/11,Employed,F,38898,Suburban,Divorced,117,Corporate Auto,Agent,561.6,SUV
MG46007,California,6358.251692,No,Extended,High School or Below,1/24/11,Unemployed,M,0,Rural,Married,94,Personal Auto,Agent,17.938979,Four-Door Car
GL69461,Oregon,2628.468543,No,Basic,College,2/16/11,Employed,F,99961,Suburban,Married,66,Personal Auto,Agent,316.8,Four-Door Car
RA63927,Oregon,7193.101159,No,Extended,High School or Below,01-Jan-11,Employed,M,30886,Rural,Married,91,Personal Auto,Web,103.424766,Two-Door Car
,,,,,,,,,,,,,,,,
RI35792,Nevada,3962.825542,No,Extended,College,1/13/11,Unemployed,F,0,Urban,,125,Personal Auto,Branch,539.5622,SUV
WL63802,California,6425.709981,No,Basic,High School or Below,1/19/11,Unemployed,M,0,Suburban,Single,181,Personal Auto,Web,1303.2,Luxury Car
KZ29413,Oregon,15672.69696,No,Extended,Master,1/29/11,Unemployed,M,0,Suburban,Married,139,Personal Auto,Branch,667.2,SUV
SN23932,AR,3237.996209,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,Personal Auto,Agent,326.281835,Four-Door Car
YW26148,California,12992.27561,No,Basic,High School or Below,02-Jun-11,Unemployed,F,0,Suburban,Single,72,Personal Auto,Agent,518.4,Four-Door Car
LS51818,California,22217.96796,No,Basic,College,02-Dec-11,Employed,F,37553,Suburban,Single,187,Personal Auto,Agent,897.6,Luxury Car
ZG47195,Nevada,4931.258363,No,Basic,College,2/25/11,Unemployed,M,0,Suburban,,73,Personal Auto,Agent,525.6,Four-Door Car
No50634,Oregon,4330.38602,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,Personal Auto,Branch,513.6,Four-Door Car
GC42314,AR,8296.176276,No,Basic,Doctor,2/27/11,Unemployed,M,0,Suburban,Married,111,Personal Auto,Web,672.91665,SUV
SD77009,California,8334.359986,No,Extended,College,2/21/11,Unemployed,M,0,Suburban,Single,136,Personal Auto,Web,979.2,SUV
OW85480,California,5348.071007,No,Basic,Master,01-Apr-11,Medical Leave,M,25545,Suburban,Married,69,Personal Auto,Agent,331.2,Four-Door Car
SW93780,AR,2398.740007,No,Basic,Master,1/23/11,Retired,M,24182,Suburban,Divorced,66,Personal Auto,Web,316.8,Four-Door Car
ZW51071,Oregon,6622.05254,No,Extended,High School or Below,1/14/11,Employed,F,80979,Rural,Divorced,84,Personal Auto,Agent,25.961213,Four-Door Car
CK74127,AR,4155.946211,No,Basic,Bachelor,1/14/11,Unemployed,M,0,Suburban,Single,62,Corporate Auto,Agent,446.4,Four-Door Car
KM52241,AR,8430.059143,No,Basic,High School or Below,02-Apr-11,Unemployed,F,0,Rural,Married,74,Personal Auto,Branch,47.502366,Four-Door Car
PE66545,Oregon,2545.518369,No,Basic,Bachelor,02-Jan-11,Employed,M,29250,Suburban,Married,64,Personal Auto,Agent,308.240792,Two-Door Car
GG70928,California,5004.583872,No,Basic,Master,2/14/11,Employed,F,33566,Urban,Married,63,Personal Auto,Call Center,205.043307,Four-Door Car
,,,,,,,,,,,,,,,,
MH85165,California,6767.806751,No,Extended,High School or Below,1/31/11,Employed,M,39650,Suburban,Married,86,Personal Auto,Branch,922.335972,Four-Door Car
AM26717,California,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,Personal Auto,Agent,960.115399,SUV
CV90092,Oregon,8184.691323,No,Basic,College,1/16/11,Employed,M,82680,Suburban,Married,68,Corporate Auto,Branch,326.4,Four-Door Car
CL70684,California,7636.279594,No,Premium,High School or Below,01-May-11,Unemployed,M,0,Suburban,Single,111,Corporate Auto,Agent,799.2,Two-Door Car
GK13851,Oregon,9227.567263,No,Extended,College,1/24/11,Unemployed,M,0,Suburban,Single,129,Personal Auto,Call Center,619.2,SUV
TQ73726,Oregon,7587.337272,No,Basic,Bachelor,02-Jul-11,Unemployed,M,0,Suburban,Married,69,Personal Auto,Branch,460.741097,Two-Door Car
RW65977,AR,2191.133237,No,Basic,College,1/29/11,Unemployed,M,0,Suburban,Single,61,Special Auto,Agent,439.2,Four-Door Car
EY74093,Nevada,5004.135361,No,Basic,High School or Below,2/21/11,Employed,M,86834,Rural,,64,Corporate Auto,Agent,0.099007,Four-Door Car
YG11074,AR,4794.931261,No,Extended,Bachelor,02-Feb-11,Employed,F,46143,Rural,Divorced,122,Personal Auto,Call Center,223.028356,SUV
HW65139,California,26730.06042,No,Extended,Doctor,02-Dec-11,Medical Leave,M,21275,Suburban,Divorced,240,Personal Auto,Agent,1152,Luxury SUV
BT49333,AR,4260.765808,No,Basic,High School or Below,1/30/11,Employed,M,47746,Rural,Married,106,Personal Auto,Agent,246.696768,SUV
KN78424,California,15477.27854,No,Premium,College,1/17/11,Employed,M,51675,Suburban,Married,196,Corporate Auto,Branch,940.8,Sports Car
TH68648,California,5126.836814,No,Basic,College,1/14/11,Employed,M,85522,Urban,Married,64,Personal Auto,Branch,165.002742,Four-Door Car
GZ22403,Oregon,4068.092649,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,63,Personal Auto,Web,753.22565,Two-Door Car
NU26460,Oregon,17712.20524,No,Extended,College,1/27/11,Unemployed,F,0,Suburban,Single,84,Corporate Auto,Branch,633.294203,Four-Door Car
PB21909,Oregon,9775.816061,No,Extended,Bachelor,2/14/11,Employed,M,55632,Urban,Single,123,Personal Auto,Agent,478.609999,SUV
TA78865,Nevada,20534.39224,No,Extended,High School or Below,1/29/11,Unemployed,M,0,Suburban,,93,Special Auto,Agent,669.6,Four-Door Car
FP23103,Oregon,5800.188903,No,Extended,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,78,Special Auto,Agent,374.4,Two-Door Car
YK43172,AR,3319.620511,No,Extended,Bachelor,01-Dec-11,Employed,M,69152,Rural,Single,89,Personal Auto,Web,221.359492,Four-Door Car
YZ36062,Oregon,6529.431827,No,Basic,Bachelor,02-May-11,Medical Leave,M,13476,Suburban,Single,67,Corporate Auto,Branch,433.588181,Four-Door Car
,,,,,,,,,,,,,,,,
RC72799,Oregon,2839.808041,No,Basic,College,2/16/11,Employed,F,33252,Suburban,Married,71,Personal Auto,Agent,407.668083,Four-Door Car
AN67558,Nevada,3288.209809,No,Basic,College,1/16/11,Unemployed,M,0,Suburban,,102,Personal Auto,Call Center,734.4,SUV
EQ62488,Oregon,15031.5645,No,Basic,College,1/15/11,Employed,F,59456,Suburban,Married,189,Personal Auto,Call Center,907.2,Luxury Car
OA92714,California,5055.902381,No,Basic,Bachelor,01-Oct-11,Employed,F,88989,Urban,Married,63,Personal Auto,Call Center,232.745161,Four-Door Car
QS76805,AR,8012.917253,No,Basic,High School or Below,02-Aug-11,Unemployed,M,0,Suburban,Married,107,Corporate Auto,Branch,513.6,SUV
PQ46798,California,8300.70769,No,Basic,College,1/24/11,Disabled,F,17034,Suburban,Single,113,Personal Auto,Agent,542.4,Sports Car
IA56290,AR,2516.103555,No,Basic,College,02-Nov-11,Employed,F,88435,Rural,Married,62,Personal Auto,Branch,136.263492,Four-Door Car
XU35186,California,2749.407985,No,Basic,High School or Below,1/22/11,Employed,F,71445,Suburban,Single,70,Personal Auto,Branch,336,Four-Door Car
DR84620,California,8071.334962,No,Basic,Bachelor,02-Jul-11,Employed,M,72149,Rural,Married,101,Personal Auto,Call Center,69.310166,SUV
QG27547,Oregon,2867.312197,Yes,Extended,Bachelor,01-Mar-11,Retired,F,23376,Suburban,Divorced,78,Personal Auto,Call Center,374.4,Four-Door Car
NM95102,Oregon,7285.030983,Yes,Basic,High School or Below,2/28/11,Employed,M,44788,Suburban,Married,61,Personal Auto,Agent,386.031248,Four-Door Car
,,,,,,,,,,,,,,,,
GW25077,Oregon,5293.368089,No,Extended,Bachelor,2/18/11,Employed,F,38521,Urban,Married,134,Personal Auto,Branch,557.184015,SUV
ZU91897,California,13265.96256,No,Basic,High School or Below,01-Mar-11,Employed,M,34482,Rural,Married,67,Personal Auto,Agent,83.830109,Four-Door Car
ZK38095,California,2369.439009,No,Basic,Bachelor,2/14/11,Unemployed,F,0,Suburban,Single,68,Personal Auto,Call Center,487.345606,Four-Door Car
TY84623,California,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,Corporate Auto,Branch,128.969729,Four-Door Car
,,,,,,,,,,,,,,,,
NF90665,Oregon,5143.88351,No,Basic,Bachelor,02-May-11,Employed,M,39268,Urban,Married,66,Personal Auto,Agent,188.870427,Four-Door Car
KG53186,Nevada,3136.698216,No,Extended,College,02-Mar-11,Employed,M,59644,Suburban,,79,Corporate Auto,Agent,379.2,Four-Door Car
KV57104,Oregon,7713.819259,No,Basic,High School or Below,01-Jun-11,Unemployed,F,0,Suburban,Married,68,Personal Auto,Agent,326.4,Four-Door Car
ZX93551,AR,2867.312197,Yes,Extended,Bachelor,01-Mar-11,Retired,F,23376,Suburban,Divorced,78,Personal Auto,Call Center,374.4,Four-Door Car
TR18337,Nevada,11516.40557,No,Basic,College,01-May-11,Employed,F,50854,Rural,,73,Personal Auto,Branch,101.489422,Four-Door Car
XV22744,Oregon,15025.19126,No,Extended,Bachelor,1/25/11,Employed,F,35158,Rural,Married,76,Personal Auto,Branch,165.958605,Four-Door Car
KK27683,Nevada,4013.849907,No,Basic,High School or Below,01-Apr-11,Disabled,F,15413,Suburban,,106,Personal Auto,Branch,508.8,SUV
HX11651,Oregon,3288.825448,No,Extended,College,1/17/11,Medical Leave,M,17860,Suburban,Single,99,Personal Auto,Call Center,656.122925,Two-Door Car
FD73388,AR,13736.1325,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,Personal Auto,Web,1261.319869,SUV
KF70569,Nevada,3890.87081,No,Extended,High School or Below,02-Dec-11,Employed,M,91182,Urban,,96,Personal Auto,Agent,249.140907,Four-Door Car
CC94413,Oregon,5701.277221,No,Basic,Bachelor,1/16/11,Employed,F,41154,Suburban,Married,72,Personal Auto,Agent,345.6,Four-Door Car
QO59138,AR,2590.214327,No,Basic,High School or Below,1/24/11,Disabled,M,18746,Suburban,Married,68,Personal Auto,Branch,326.4,Four-Door Car
JW58698,Oregon,3223.331519,No,Extended,College,1/19/11,Employed,F,70277,Rural,Married,80,Personal Auto,Web,84.818806,Four-Door Car
GT57081,Oregon,4912.025292,No,Basic,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,66,Personal Auto,Branch,668.158687,Four-Door Car
GU82475,California,6532.010543,No,Extended,College,1/25/11,Employed,M,24919,Suburban,Married,84,Personal Auto,Call Center,420.420755,Four-Door Car
BG60187,Oregon,8012.124825,No,Extended,Bachelor,2/27/11,Unemployed,M,0,Urban,Single,79,Personal Auto,Branch,335.234102,Four-Door Car
TN73558,AR,3731.504584,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,Personal Auto,Agent,460.8,Four-Door Car
KK15032,AR,2702.380487,No,Basic,High School or Below,02-Mar-11,Employed,F,46370,Suburban,Married,68,Personal Auto,Web,326.4,Two-Door Car
KA95160,AR,23207.24981,No,Basic,Master,02-Mar-11,Employed,F,89918,Urban,Divorced,115,Personal Auto,Web,423.116739,SUV
KD52867,Oregon,3347.028677,No,Extended,High School or Below,2/17/11,Employed,F,37138,Suburban,Single,85,Personal Auto,Branch,612,Two-Door Car
WY53775,AR,8382.630118,Yes,Basic,High School or Below,02-Apr-11,Retired,M,19683,Suburban,Married,117,Personal Auto,Web,561.6,Sports Car
HS94778,Oregon,11793.12528,No,Basic,College,02-Jul-11,Employed,F,32214,Urban,Married,100,Personal Auto,Call Center,296.560998,SUV
EJ96266,California,2965.71995,No,Basic,College,02-Nov-11,Employed,F,26472,Suburban,Married,74,Personal Auto,Branch,355.2,Four-Door Car
RK53289,California,5646.323845,No,Basic,Bachelor,01-Dec-11,Employed,F,39841,Suburban,Single,72,Personal Auto,Agent,440.128707,Two-Door Car
TX39594,AR,2452.491364,No,Basic,High School or Below,1/25/11,Employed,F,51085,Suburban,Married,62,Personal Auto,Call Center,406.902001,Two-Door Car
JM93892,AR,5953.213546,No,Basic,College,02-Feb-11,Employed,M,61006,Rural,Married,74,Corporate Auto,Branch,73.919629,Four-Door Car
PY51000,California,12883.81001,No,Premium,Bachelor,2/23/11,Employed,M,34148,Urban,Married,109,Personal Auto,Agent,451.566751,Four-Door Car
,,,,,,,,,,,,,,,,
VE64781,AR,2927.07045,No,Basic,Bachelor,2/14/11,Employed,F,75685,Suburban,Married,73,Personal Auto,Agent,369.918482,Four-Door Car
KY57676,California,8400.788878,No,Basic,High School or Below,1/30/11,Employed,M,20870,Suburban,Divorced,72,Personal Auto,Agent,345.6,Four-Door Car
JL42497,Nevada,2729.126448,No,Basic,High School or Below,02-Sep-11,Employed,F,66900,Suburban,,68,Personal Auto,Branch,326.4,Four-Door Car
WQ91717,AR,7643.068919,No,Basic,College,1/20/11,Unemployed,F,0,Suburban,Married,106,Special Auto,Branch,508.8,SUV
WO39817,Oregon,2493.591571,No,Basic,High School or Below,02-Jan-11,Employed,M,37043,Rural,Divorced,68,Personal Auto,Branch,30.984936,Two-Door Car
HW20940,California,4170.572119,No,Basic,Bachelor,1/19/11,Employed,M,42837,Urban,Married,106,Personal Auto,Agent,290.580543,SUV
KE60943,California,4908.207958,No,Basic,Bachelor,2/27/11,Employed,M,33305,Suburban,Married,62,Special Auto,Call Center,353.77899,Four-Door Car
ZI48518,Nevada,3891.583881,No,Basic,High School or Below,2/18/11,Unemployed,F,0,Suburban,,103,Personal Auto,Web,558.281543,Sports Car
KI17749,Oregon,2682.423898,No,Basic,High School or Below,02-Apr-11,Disabled,F,24823,Urban,Married,69,Personal Auto,Agent,229.279059,Four-Door Car
DS50601,Nevada,10003.24729,No,Extended,Bachelor,02-Mar-11,Employed,M,98192,Suburban,,84,Personal Auto,Agent,403.2,Four-Door Car
PU78245,AR,13094.60875,No,Basic,Bachelor,1/16/11,Employed,F,88249,Rural,Single,108,Personal Auto,Agent,244.803741,SUV
,,,,,,,,,,,,,,,,
QK62680,Oregon,9393.968332,No,Premium,Master,1/25/11,Employed,F,39770,Suburban,Married,117,Personal Auto,Agent,561.6,Two-Door Car
